,,,,,,,,,,ROUNDS  ,TIME ROUND
,,,,,,,,,,1.86,22:25
,,,,,,,,,,1.42,22:25
,,,,,,,,,,3.32,22:24
,,,,,,,,,,1.09,22:24
,,,,,,,,,,7.55,22:24
,,,,,,,,,,1.17,22:23
,,,,,,,,,,18.27,22:23
,,,,,,,,,,1.98,22:22
,,,,,,,,,,2.72,22:21
,,,,,,,,,,1.02,22:21
,,,,,,,,,,3.09,22:21
,,,,,,,,,,2.03,22:20
,,,,,,,,,,3.97,22:20
,,,,,,,,,,1.46,22:19
,,,,,,,,,,4.37,22:19
,,,,,,,,,,2.42,22:18
,,,,,,,,,,1.25,22:18
,,,,,,,,,,1.77,22:17
,,,,,,,,,,1.11,22:17
,,,,,,,,,,4.16,22:17
,,,,,,,,,,1.60,22:16
,,,,,,,,,,2.14,22:16
,,,,,,,,,,10.80,22:16
,,,,,,,,,,1.51,22:15
,,,,,,,,,,1.11,22:14
,,,,,,,,,,2.05,22:14
,,,,,,,,,,1.54,22:14
,,,,,,,,,,2.80,22:14
,,,,,,,,,,1.19,22:13
,,,,,,,,,,7.03,22:13
,,,,,,,,,,77.19,22:12
,,,,,,,,,,7.25,22:11
,,,,,,,,,,1.93,22:10
,,,,,,,,,,2.95,22:09
,,,,,,,,,,1.03,22:09
,,,,,,,,,,2.43,22:09
,,,,,,,,,,14.62,22:08
,,,,,,,,,,1.57,22:07
,,,,,,,,,,1.37,22:07
,,,,,,,,,,2.48,22:07
,,,,,,,,,,1.71,22:06
,,,,,,,,,,40.96,22:06
,,,,,,,,,,1.19,22:05
,,,,,,,,,,1.29,22:04
,,,,,,,,,,1.46,22:04
,,,,,,,,,,1.57,22:04
,,,,,,,,,,3.10,22:04
,,,,,,,,,,3.28,22:03
,,,,,,,,,,1.23,22:03
,,,,,,,,,,4.61,22:02
,,,,,,,,,,6.47,22:02
,,,,,,,,,,3.56,22:01
,,,,,,,,,,1.48,22:00
,,,,,,,,,,2.22,22:00
,,,,,,,,,,1.16,22:00
,,,,,,,,,,1.95,21:59
,,,,,,,,,,1.28,21:59
,,,,,,,,,,1.62,21:59
,,,,,,,,,,8.78,21:58
,,,,,,,,,,1.30,21:58
,,,,,,,,,,5.10,21:57
,,,,,,,,,,1.04,21:57
,,,,,,,,,,1.04,21:57
,,,,,,,,,,1.54,21:56
,,,,,,,,,,16.71,21:56
,,,,,,,,,,1.49,21:55
,,,,,,,,,,3.81,21:55
,,,,,,,,,,4.11,21:54
,,,,,,,,,,4.24,21:54
,,,,,,,,,,1.12,21:53
,,,,,,,,,,3.03,21:53
,,,,,,,,,,1.76,21:52
,,,,,,,,,,1.24,21:52
,,,,,,,,,,1.83,21:52
,,,,,,,,,,6.50,21:51
,,,,,,,,,,1.33,21:51
,,,,,,,,,,1.04,21:50
,,,,,,,,,,1.04,21:50
,,,,,,,,,,2.15,21:50
,,,,,,,,,,3.73,21:49
,,,,,,,,,,3.32,21:49
,,,,,,,,,,2.58,21:48
,,,,,,,,,,1.10,21:48
,,,,,,,,,,2.07,21:48
,,,,,,,,,,11.81,21:47
,,,,,,,,,,9.78,21:46
,,,,,,,,,,1.30,21:46
,,,,,,,,,,1.55,21:45
,,,,,,,,,,2.17,21:45
,,,,,,,,,,2.15,21:45
,,,,,,,,,,1.77,21:44
,,,,,,,,,,10.03,21:44
,,,,,,,,,,20.19,21:43
,,,,,,,,,,2.94,21:42
,,,,,,,,,,1.16,21:41
,,,,,,,,,,1.10,21:41
,,,,,,,,,,1.38,21:41
,,,,,,,,,,6.78,21:41
,,,,,,,,,,1.27,21:40
,,,,,,,,,,3.20,21:40
,,,,,,,,,,4.52,21:39
,,,,,,,,,,1.51,21:39
,,,,,,,,,,2.26,21:38
,,,,,,,,,,6.76,21:38
,,,,,,,,,,26.61,21:37
,,,,,,,,,,1.07,21:36
,,,,,,,,,,1.06,21:36
,,,,,,,,,,1.48,21:36
,,,,,,,,,,3.61,21:35
,,,,,,,,,,1.18,21:35
,,,,,,,,,,4.64,21:34
,,,,,,,,,,16.38,21:34
,,,,,,,,,,2.81,21:33
,,,,,,,,,,5.67,21:32
,,,,,,,,,,2.48,21:32
,,,,,,,,,,2.20,21:31
,,,,,,,,,,2.79,21:31
,,,,,,,,,,2.20,21:30
,,,,,,,,,,2.90,21:30
,,,,,,,,,,3.88,21:29
,,,,,,,,,,15.45,21:29
,,,,,,,,,,1.05,21:29
,,,,,,,,,,1.15,21:29
,,,,,,,,,,1.22,21:29
,,,,,,,,,,1.49,21:29
,,,,,,,,,,2.78,21:29
,,,,,,,,,,6.91,21:29
,,,,,,,,,,1.63,21:29
,,,,,,,,,,2.65,21:29
,,,,,,,,,,1.00,21:29
,,,,,,,,,,1.54,21:24
,,,,,,,,,,43.97,21:24
,,,,,,,,,,1.28,21:23
,,,,,,,,,,5.80,21:22
,,,,,,,,,,4.59,21:22
,,,,,,,,,,1.81,21:21
,,,,,,,,,,1.20,21:21
,,,,,,,,,,1.23,21:21
,,,,,,,,,,2.10,21:20
,,,,,,,,,,3.66,21:20
,,,,,,,,,,1.11,21:19
,,,,,,,,,,13.84,21:19
,,,,,,,,,,1.05,21:18
,,,,,,,,,,2.61,21:18
,,,,,,,,,,6.87,21:18
,,,,,,,,,,1.54,21:17
,,,,,,,,,,8.77,21:16
,,,,,,,,,,2.41,21:16
,,,,,,,,,,1.59,21:15
,,,,,,,,,,1.66,21:15
,,,,,,,,,,9.55,21:15
,,,,,,,,,,1.12,21:14
,,,,,,,,,,2.25,21:13
,,,,,,,,,,4.31,21:13
,,,,,,,,,,1.10,21:12
,,,,,,,,,,5.18,21:12
,,,,,,,,,,1.01,21:12
,,,,,,,,,,1.84,21:11
,,,,,,,,,,1.39,21:11
,,,,,,,,,,1.69,21:11
,,,,,,,,,,3.18,21:10
,,,,,,,,,,1.78,21:10
,,,,,,,,,,1.28,21:10
,,,,,,,,,,7.75,21:09
,,,,,,,,,,7.98,21:08
,,,,,,,,,,2.02,21:08
,,,,,,,,,,2.15,21:07
,,,,,,,,,,1.96,21:07
,,,,,,,,,,1.01,21:07
,,,,,,,,,,2.00,21:06
,,,,,,,,,,1.00,21:06
,,,,,,,,,,2.23,21:06
,,,,,,,,,,10.63,21:05
,,,,,,,,,,4.00,21:04
,,,,,,,,,,1.89,21:04
,,,,,,,,,,1.01,21:04
,,,,,,,,,,1.34,21:03
,,,,,,,,,,1.28,21:03
,,,,,,,,,,1.19,21:03
,,,,,,,,,,3.02,21:03
,,,,,,,,,,1.27,21:02
,,,,,,,,,,7.03,21:02
,,,,,,,,,,8.57,21:01
,,,,,,,,,,4.24,21:00
,,,,,,,,,,1.00,21:00
,,,,,,,,,,2.21,20:59
,,,,,,,,,,1.62,20:59
,,,,,,,,,,1.33,20:59
,,,,,,,,,,1.57,20:58
,,,,,,,,,,1.63,20:58
,,,,,,,,,,1.24,20:58
,,,,,,,,,,1.25,20:57
,,,,,,,,,,1.46,20:57
,,,,,,,,,,1.60,20:57
,,,,,,,,,,1.30,20:57
,,,,,,,,,,1.74,20:56
,,,,,,,,,,7.28,20:56
,,,,,,,,,,13.58,20:55
,,,,,,,,,,1.09,20:54
,,,,,,,,,,1.55,20:54
,,,,,,,,,,2.03,20:54
,,,,,,,,,,3.15,20:53
,,,,,,,,,,1.49,20:53
,,,,,,,,,,1.10,20:52
,,,,,,,,,,10.16,20:52
,,,,,,,,,,1.74,20:51
,,,,,,,,,,1.01,20:51
,,,,,,,,,,3.07,20:51
,,,,,,,,,,5.09,20:50
,,,,,,,,,,1.49,20:50
,,,,,,,,,,1.16,20:49
,,,,,,,,,,1.01,20:49
,,,,,,,,,,1.85,20:49
,,,,,,,,,,5.56,20:49
,,,,,,,,,,1.58,20:48
,,,,,,,,,,6.81,20:48
,,,,,,,,,,1.78,20:47
,,,,,,,,,,2.41,20:46
,,,,,,,,,,2.79,20:46
,,,,,,,,,,1.29,20:46
,,,,,,,,,,1.05,20:45
,,,,,,,,,,1.50,20:45
,,,,,,,,,,2.22,20:45
,,,,,,,,,,3.83,20:44
,,,,,,,,,,4.07,20:44
,,,,,,,,,,5.15,20:43
,,,,,,,,,,1.17,20:43
,,,,,,,,,,1.34,20:42
,,,,,,,,,,5.80,20:42
,,,,,,,,,,1.47,20:41
,,,,,,,,,,1.03,20:41
,,,,,,,,,,2.97,20:41
,,,,,,,,,,12.77,20:40
,,,,,,,,,,1.66,20:39
,,,,,,,,,,3.82,20:39
,,,,,,,,,,14.79,20:39
,,,,,,,,,,1.02,20:38
,,,,,,,,,,1.04,20:37
,,,,,,,,,,1.77,20:37
,,,,,,,,,,2.18,20:37
,,,,,,,,,,1.37,20:36
,,,,,,,,,,1.03,20:36
,,,,,,,,,,2.06,20:36
,,,,,,,,,,1.03,20:35
,,,,,,,,,,1.38,20:35
,,,,,,,,,,1.33,20:35
,,,,,,,,,,1.64,20:35
,,,,,,,,,,2.94,20:34
,,,,,,,,,,5.31,20:34
,,,,,,,,,,1.28,20:33
,,,,,,,,,,1.13,20:33
,,,,,,,,,,1.28,20:33
,,,,,,,,,,1.33,20:32
,,,,,,,,,,1.01,20:32
,,,,,,,,,,4.11,20:32
,,,,,,,,,,19.45,20:31
,,,,,,,,,,2.14,20:30
,,,,,,,,,,6.22,20:30
,,,,,,,,,,4.54,20:29
,,,,,,,,,,1.25,20:29
,,,,,,,,,,6.17,20:28
,,,,,,,,,,1.41,20:28
,,,,,,,,,,3.50,20:27
,,,,,,,,,,2.42,20:27
,,,,,,,,,,10.58,20:26
,,,,,,,,,,1.83,20:26
,,,,,,,,,,1.45,20:25
,,,,,,,,,,29.51,20:25
,,,,,,,,,,3.49,20:24
,,,,,,,,,,4.88,20:23
,,,,,,,,,,1.65,20:23
,,,,,,,,,,1.07,20:22
,,,,,,,,,,1.93,20:22
,,,,,,,,,,1.30,20:22
,,,,,,,,,,1.30,20:21
,,,,,,,,,,4.54,20:21
,,,,,,,,,,2.00,20:20
,,,,,,,,,,1.94,20:20
,,,,,,,,,,2.65,20:20
,,,,,,,,,,2.76,20:19
,,,,,,,,,,2.38,20:19
,,,,,,,,,,1.36,20:18
,,,,,,,,,,1.36,20:18
,,,,,,,,,,1.68,20:18
,,,,,,,,,,1.34,20:17
,,,,,,,,,,1.20,20:17
,,,,,,,,,,1.14,20:17
,,,,,,,,,,1.12,20:17
,,,,,,,,,,1.66,20:16
,,,,,,,,,,2.17,20:16
,,,,,,,,,,7.65,20:16
,,,,,,,,,,1.21,20:15
,,,,,,,,,,1.35,20:15
,,,,,,,,,,7.82,20:14
,,,,,,,,,,1.89,20:14
,,,,,,,,,,9.11,20:13
,,,,,,,,,,6.90,20:12
,,,,,,,,,,1.32,20:12
,,,,,,,,,,1.89,20:11
,,,,,,,,,,1.22,20:11
,,,,,,,,,,1.03,20:11
,,,,,,,,,,1.48,20:10
,,,,,,,,,,1.94,20:10
,,,,,,,,,,3.14,20:10
,,,,,,,,,,3.11,20:09
,,,,,,,,,,1.03,20:09
,,,,,,,,,,1.96,20:09
,,,,,,,,,,3.78,20:08
,,,,,,,,,,1.18,20:08
,,,,,,,,,,1.16,20:07
,,,,,,,,,,1.06,20:07
,,,,,,,,,,1.85,20:07
,,,,,,,,,,2.76,20:07
,,,,,,,,,,1.47,20:06
,,,,,,,,,,3854.20,20:06
,,,,,,,,,,3.55,20:03
,,,,,,,,,,1.45,20:03
,,,,,,,,,,1.36,20:02
,,,,,,,,,,1.74,20:02
,,,,,,,,,,1.51,20:02
,,,,,,,,,,1.21,20:01
,,,,,,,,,,2.03,20:01
,,,,,,,,,,2.48,20:01
,,,,,,,,,,1.40,20:00
,,,,,,,,,,1.08,20:00
,,,,,,,,,,3.06,20:00
,,,,,,,,,,1.01,19:59
,,,,,,,,,,1.85,19:59
,,,,,,,,,,2.25,19:59
,,,,,,,,,,1.21,19:58
,,,,,,,,,,1.88,19:58
,,,,,,,,,,1.87,19:58
,,,,,,,,,,1.95,19:57
,,,,,,,,,,2.50,19:57
,,,,,,,,,,6.52,19:56
,,,,,,,,,,5.37,19:56
,,,,,,,,,,4.58,19:55
,,,,,,,,,,3.09,19:54
,,,,,,,,,,1.11,19:54
,,,,,,,,,,1.33,19:54
,,,,,,,,,,4.68,19:53
,,,,,,,,,,1.59,19:53
,,,,,,,,,,1.92,19:52
,,,,,,,,,,1.19,19:52
,,,,,,,,,,1.00,19:52
,,,,,,,,,,1.42,19:52
,,,,,,,,,,3.08,19:51
,,,,,,,,,,1.01,19:51
,,,,,,,,,,1.31,19:51
,,,,,,,,,,3.37,19:50
,,,,,,,,,,2.33,19:50
,,,,,,,,,,1.38,19:49
,,,,,,,,,,3.73,19:49
,,,,,,,,,,9.84,19:49
,,,,,,,,,,4.08,19:48
,,,,,,,,,,4.00,19:47
,,,,,,,,,,1.40,19:47
,,,,,,,,,,1.12,19:46
,,,,,,,,,,22.09,19:46
,,,,,,,,,,1.24,19:45
,,,,,,,,,,1.75,19:45
,,,,,,,,,,1.85,19:44
,,,,,,,,,,2.03,19:44
,,,,,,,,,,22.20,19:44
,,,,,,,,,,1.49,19:42
,,,,,,,,,,1.08,19:42
,,,,,,,,,,9.20,19:42
,,,,,,,,,,21.73,19:41
,,,,,,,,,,1.43,19:40
,,,,,,,,,,1.30,19:40
,,,,,,,,,,9.57,19:40
,,,,,,,,,,3.78,19:39
,,,,,,,,,,1.14,19:38
,,,,,,,,,,1.44,19:38
,,,,,,,,,,1.22,19:38
,,,,,,,,,,1.53,19:37
,,,,,,,,,,1.99,19:37
,,,,,,,,,,5.73,19:37
,,,,,,,,,,1.27,19:36
,,,,,,,,,,8.97,19:36
,,,,,,,,,,1.11,19:35
,,,,,,,,,,4.59,19:35
,,,,,,,,,,2.35,19:34
,,,,,,,,,,2.28,19:34
,,,,,,,,,,6.58,19:33
,,,,,,,,,,2.73,19:32
,,,,,,,,,,1.74,19:32
,,,,,,,,,,2.23,19:32
,,,,,,,,,,1.46,19:31
,,,,,,,,,,1.05,19:31
,,,,,,,,,,2.85,19:31
,,,,,,,,,,4.01,19:30
,,,,,,,,,,6.61,19:29
,,,,,,,,,,1.49,19:29
,,,,,,,,,,17.36,19:28
,,,,,,,,,,1.00,19:28
,,,,,,,,,,2.68,19:27
,,,,,,,,,,9.23,19:27
,,,,,,,,,,1.72,19:26
,,,,,,,,,,2.11,19:26
,,,,,,,,,,501.77,19:25
,,,,,,,,,,2.12,19:23
,,,,,,,,,,5.41,19:23
,,,,,,,,,,1.37,19:22
,,,,,,,,,,13.03,19:22
,,,,,,,,,,2.41,19:21
,,,,,,,,,,1.00,19:21
,,,,,,,,,,4.61,19:20
,,,,,,,,,,1.32,19:20
,,,,,,,,,,5.69,19:19
,,,,,,,,,,1.00,19:19
,,,,,,,,,,5.93,19:19
,,,,,,,,,,3.01,19:18
,,,,,,,,,,5.30,19:17
,,,,,,,,,,9.59,19:17
,,,,,,,,,,4.50,19:16
,,,,,,,,,,1.70,19:15
,,,,,,,,,,2.09,19:15
,,,,,,,,,,2.09,19:15
,,,,,,,,,,1.30,19:14
,,,,,,,,,,9.79,19:14
,,,,,,,,,,10.21,19:13
,,,,,,,,,,1.27,19:12
,,,,,,,,,,2.23,19:12
,,,,,,,,,,2.27,19:11
,,,,,,,,,,1.44,19:11
,,,,,,,,,,26.47,19:11
,,,,,,,,,,3.54,19:10
,,,,,,,,,,3.66,19:09
,,,,,,,,,,1.52,19:08
,,,,,,,,,,3.78,19:08
,,,,,,,,,,40.36,19:08
,,,,,,,,,,8.17,19:06
,,,,,,,,,,1.37,19:06
,,,,,,,,,,15.58,19:05
,,,,,,,,,,2.21,19:04
,,,,,,,,,,1.81,19:04
,,,,,,,,,,6.43,19:04
,,,,,,,,,,1.02,19:03
,,,,,,,,,,1.12,19:03
,,,,,,,,,,1.07,19:02
,,,,,,,,,,3.28,19:02
,,,,,,,,,,5.77,19:02
,,,,,,,,,,58.75,19:01
,,,,,,,,,,4.60,19:00
,,,,,,,,,,2.64,18:59
,,,,,,,,,,1.49,18:59
,,,,,,,,,,30.85,18:58
,,,,,,,,,,4.33,18:57
,,,,,,,,,,36.70,18:57
,,,,,,,,,,3.31,18:55
,,,,,,,,,,1.83,18:55
,,,,,,,,,,5.08,18:54
,,,,,,,,,,3.86,18:54
,,,,,,,,,,1.12,18:53
,,,,,,,,,,2.23,18:53
,,,,,,,,,,19.32,18:53
,,,,,,,,,,1.32,18:52
,,,,,,,,,,2.37,18:51
,,,,,,,,,,1.26,18:51
,,,,,,,,,,13.48,18:51
,,,,,,,,,,1.15,18:50
,,,,,,,,,,1.47,18:49
,,,,,,,,,,6.56,18:49
,,,,,,,,,,1.99,18:48
,,,,,,,,,,77.12,18:48
,,,,,,,,,,4.40,18:47
,,,,,,,,,,1.22,18:46
,,,,,,,,,,1.56,18:46
,,,,,,,,,,1.40,18:45
,,,,,,,,,,5.05,18:45
,,,,,,,,,,1.10,18:44
,,,,,,,,,,4.09,18:44
,,,,,,,,,,17.19,18:44
,,,,,,,,,,6.66,18:43
,,,,,,,,,,1.15,18:42
,,,,,,,,,,4.90,18:42
,,,,,,,,,,3.11,18:41
,,,,,,,,,,1.36,18:40
,,,,,,,,,,4.62,18:40
,,,,,,,,,,2.38,18:40
,,,,,,,,,,5.16,18:39
,,,,,,,,,,2.14,18:39
,,,,,,,,,,9.66,18:39
,,,,,,,,,,1.48,18:39
,,,,,,,,,,4.61,18:39
,,,,,,,,,,1.08,18:39
,,,,,,,,,,1.30,18:39
,,,,,,,,,,1.32,18:39
,,,,,,,,,,23.73,18:39
,,,,,,,,,,1.16,18:39
,,,,,,,,,,2.31,18:34
,,,,,,,,,,1.03,18:34
,,,,,,,,,,1.56,18:34
,,,,,,,,,,2.44,18:33
,,,,,,,,,,2.07,18:33
,,,,,,,,,,1.25,18:32
,,,,,,,,,,1.34,18:32
,,,,,,,,,,93.79,18:32
,,,,,,,,,,1.02,18:30
,,,,,,,,,,11.56,18:30
,,,,,,,,,,3.08,18:29
,,,,,,,,,,7.38,18:29
,,,,,,,,,,5.64,18:28
,,,,,,,,,,26.79,18:27
,,,,,,,,,,1.19,18:26
,,,,,,,,,,4.61,18:26
,,,,,,,,,,6.76,18:25
,,,,,,,,,,1.86,18:25
,,,,,,,,,,1.10,18:24
,,,,,,,,,,2.17,18:24
,,,,,,,,,,4.70,18:24
,,,,,,,,,,2.38,18:23
,,,,,,,,,,1.00,18:23
,,,,,,,,,,6.90,18:22
,,,,,,,,,,6.64,18:22
,,,,,,,,,,1.08,18:21
,,,,,,,,,,1.39,18:21
,,,,,,,,,,1.78,18:20
,,,,,,,,,,1.34,18:20
,,,,,,,,,,5.67,18:20
,,,,,,,,,,9.42,18:19
,,,,,,,,,,4.30,18:18
,,,,,,,,,,2.07,18:18
,,,,,,,,,,3.64,18:17
,,,,,,,,,,339.24,18:17
,,,,,,,,,,2.19,18:15
,,,,,,,,,,1.50,18:14
,,,,,,,,,,2.55,18:14
,,,,,,,,,,2.04,18:14
,,,,,,,,,,1.22,18:13
,,,,,,,,,,2.36,18:13
,,,,,,,,,,13.99,18:13
,,,,,,,,,,1.31,18:12
,,,,,,,,,,1.92,18:11
,,,,,,,,,,1.41,18:11
,,,,,,,,,,1.01,18:11
,,,,,,,,,,3.31,18:11
,,,,,,,,,,1.27,18:10
,,,,,,,,,,3.39,18:10
,,,,,,,,,,4.25,18:09
,,,,,,,,,,1.03,18:09
,,,,,,,,,,4.21,18:08
,,,,,,,,,,3.05,18:08
,,,,,,,,,,3.74,18:07
,,,,,,,,,,3.74,18:07
,,,,,,,,,,1.75,18:07
,,,,,,,,,,3.73,18:06
,,,,,,,,,,1.19,18:06
,,,,,,,,,,2.29,18:06
,,,,,,,,,,4.16,18:05
,,,,,,,,,,1.06,18:05
,,,,,,,,,,1.03,18:04
,,,,,,,,,,2.36,18:04
,,,,,,,,,,2.87,18:04
,,,,,,,,,,2.36,18:03
,,,,,,,,,,1.09,18:03
,,,,,,,,,,1.75,18:03
,,,,,,,,,,2.11,18:02
,,,,,,,,,,5.04,18:02
,,,,,,,,,,4.98,18:01
,,,,,,,,,,1.02,18:00
,,,,,,,,,,1.34,18:00
,,,,,,,,,,1.34,18:00
,,,,,,,,,,3.69,18:00
,,,,,,,,,,1.23,17:59
,,,,,,,,,,4.65,17:59
,,,,,,,,,,2.20,17:58
,,,,,,,,,,3.50,17:58
,,,,,,,,,,1.00,17:57
,,,,,,,,,,2.28,17:57
,,,,,,,,,,1.69,17:57
,,,,,,,,,,67.74,17:56
,,,,,,,,,,1.51,17:55
,,,,,,,,,,3.19,17:55
,,,,,,,,,,8.61,17:54
,,,,,,,,,,1.65,17:53
,,,,,,,,,,1.54,17:53
,,,,,,,,,,1.01,17:53
,,,,,,,,,,5.19,17:52
,,,,,,,,,,4.06,17:52
,,,,,,,,,,2.50,17:51
,,,,,,,,,,244.38,17:51
,,,,,,,,,,1.33,17:49
,,,,,,,,,,9.86,17:49
,,,,,,,,,,1.11,17:48
,,,,,,,,,,1.31,17:48
,,,,,,,,,,1.45,17:47
,,,,,,,,,,2.12,17:47
,,,,,,,,,,12.10,17:47
,,,,,,,,,,4.66,17:46
,,,,,,,,,,1.49,17:45
,,,,,,,,,,14.15,17:45
,,,,,,,,,,3.33,17:44
,,,,,,,,,,1.29,17:43
,,,,,,,,,,26.62,17:43
,,,,,,,,,,3.12,17:42
,,,,,,,,,,1.01,17:42
,,,,,,,,,,3.57,17:41
,,,,,,,,,,1.28,17:41
,,,,,,,,,,1.29,17:41
,,,,,,,,,,1.28,17:40
,,,,,,,,,,11.86,17:40
,,,,,,,,,,2.27,17:39
,,,,,,,,,,1.27,17:39
,,,,,,,,,,2.20,17:38
,,,,,,,,,,1.06,17:38
,,,,,,,,,,15.43,17:38
,,,,,,,,,,1.49,17:37
,,,,,,,,,,1.13,17:37
,,,,,,,,,,2.88,17:36
,,,,,,,,,,1.16,17:36
,,,,,,,,,,43.39,17:36
,,,,,,,,,,38.26,17:34
,,,,,,,,,,6.77,17:33
,,,,,,,,,,2.53,17:32
,,,,,,,,,,1.59,17:32
,,,,,,,,,,1.78,17:32
,,,,,,,,,,1.00,17:31
,,,,,,,,,,1.63,17:31
,,,,,,,,,,1.59,17:31
,,,,,,,,,,1.07,17:30
,,,,,,,,,,1.94,17:30
,,,,,,,,,,2.13,17:30
,,,,,,,,,,4.24,17:29
,,,,,,,,,,1.07,17:29
,,,,,,,,,,6.64,17:29
,,,,,,,,,,1.02,17:28
,,,,,,,,,,1.03,17:28
,,,,,,,,,,2.00,17:27
,,,,,,,,,,13.48,17:27
,,,,,,,,,,5.13,17:26
,,,,,,,,,,1.82,17:25
,,,,,,,,,,1.39,17:25
,,,,,,,,,,11.80,17:25
,,,,,,,,,,3.07,17:24
,,,,,,,,,,4.89,17:23
,,,,,,,,,,1.41,17:23
,,,,,,,,,,3.34,17:22
,,,,,,,,,,2.19,17:22
,,,,,,,,,,1.36,17:21
,,,,,,,,,,12.30,17:21
,,,,,,,,,,2.20,17:20
,,,,,,,,,,1.00,17:20
,,,,,,,,,,2.21,17:20
,,,,,,,,,,2.39,17:19
,,,,,,,,,,1.75,17:19
,,,,,,,,,,24.43,17:18
,,,,,,,,,,9.42,17:17
,,,,,,,,,,1.46,17:17
,,,,,,,,,,1.02,17:16
,,,,,,,,,,4.50,17:16
,,,,,,,,,,1.05,17:15
,,,,,,,,,,3.56,17:15
,,,,,,,,,,1.16,17:15
,,,,,,,,,,1.11,17:14
,,,,,,,,,,1.30,17:14
,,,,,,,,,,2.60,17:14
,,,,,,,,,,1.24,17:13
,,,,,,,,,,2.40,17:13
,,,,,,,,,,11.01,17:13
,,,,,,,,,,3.46,17:12
,,,,,,,,,,1.59,17:11
,,,,,,,,,,2.63,17:11
,,,,,,,,,,1.10,17:11
,,,,,,,,,,2.20,17:10
,,,,,,,,,,2.83,17:10
,,,,,,,,,,17.00,17:09
,,,,,,,,,,2.01,17:08
,,,,,,,,,,3.51,17:08
,,,,,,,,,,1.04,17:08
,,,,,,,,,,3.15,17:07
,,,,,,,,,,1.47,17:07
,,,,,,,,,,1.64,17:07
,,,,,,,,,,11.17,17:06
,,,,,,,,,,8.10,17:05
,,,,,,,,,,2.10,17:05
,,,,,,,,,,1.61,17:04
,,,,,,,,,,1.09,17:04
,,,,,,,,,,1.75,17:04
,,,,,,,,,,1.72,17:03
,,,,,,,,,,1.07,17:03
,,,,,,,,,,1.07,17:03
,,,,,,,,,,1.00,17:02
,,,,,,,,,,1.52,17:02
,,,,,,,,,,29.10,17:02
,,,,,,,,,,25.48,17:01
,,,,,,,,,,1.17,17:00
,,,,,,,,,,3.69,16:59
,,,,,,,,,,1.27,16:59
,,,,,,,,,,1.05,16:59
,,,,,,,,,,2.99,16:58
,,,,,,,,,,1.88,16:58
,,,,,,,,,,1.23,16:58
,,,,,,,,,,62.41,16:57
,,,,,,,,,,1.02,16:56
,,,,,,,,,,3.28,16:56
,,,,,,,,,,3.73,16:55
,,,,,,,,,,1.26,16:55
,,,,,,,,,,1.06,16:54
,,,,,,,,,,1.35,16:54
,,,,,,,,,,1.92,16:54
,,,,,,,,,,1.39,16:53
,,,,,,,,,,1.87,16:53
,,,,,,,,,,3.80,16:53
,,,,,,,,,,1.92,16:52
,,,,,,,,,,1.43,16:52
,,,,,,,,,,1.01,16:52
,,,,,,,,,,6.56,16:51
,,,,,,,,,,1.71,16:51
,,,,,,,,,,40.43,16:50
,,,,,,,,,,1.01,16:49
,,,,,,,,,,1.86,16:49
,,,,,,,,,,6.11,16:48
,,,,,,,,,,3.79,16:48
,,,,,,,,,,1.26,16:47
,,,,,,,,,,4.44,16:47
,,,,,,,,,,2.35,16:46
,,,,,,,,,,101.45,16:46
,,,,,,,,,,16.34,16:44
,,,,,,,,,,1.69,16:43
,,,,,,,,,,1.20,16:43
,,,,,,,,,,1.02,16:43
,,,,,,,,,,1.91,16:43
,,,,,,,,,,1.75,16:42
,,,,,,,,,,1.42,16:42
,,,,,,,,,,4.21,16:42
,,,,,,,,,,1.56,16:41
,,,,,,,,,,1.28,16:41
,,,,,,,,,,1.44,16:40
,,,,,,,,,,1.10,16:40
,,,,,,,,,,19.38,16:40
,,,,,,,,,,1.06,16:39
,,,,,,,,,,6.06,16:39
,,,,,,,,,,2.35,16:38
,,,,,,,,,,3.02,16:38
,,,,,,,,,,1.30,16:37
,,,,,,,,,,1.87,16:37
,,,,,,,,,,1.87,16:36
,,,,,,,,,,1.42,16:36
,,,,,,,,,,1.70,16:36
,,,,,,,,,,9.33,16:35
,,,,,,,,,,2.34,16:35
,,,,,,,,,,1.68,16:34
,,,,,,,,,,1.18,16:34
,,,,,,,,,,1.00,16:34
,,,,,,,,,,1.42,16:33
,,,,,,,,,,1.57,16:33
,,,,,,,,,,1.00,16:33
,,,,,,,,,,1.56,16:33
,,,,,,,,,,1.20,16:32
,,,,,,,,,,1.11,16:32
,,,,,,,,,,2.79,16:32
,,,,,,,,,,9.58,16:31
,,,,,,,,,,2.66,16:30
,,,,,,,,,,1.14,16:30
,,,,,,,,,,1.44,16:30
,,,,,,,,,,1.93,16:29
,,,,,,,,,,2.04,16:29
,,,,,,,,,,1.85,16:29
,,,,,,,,,,3.10,16:28
,,,,,,,,,,1.90,16:28
,,,,,,,,,,1.83,16:27
,,,,,,,,,,1.35,16:27
,,,,,,,,,,1.85,16:27
,,,,,,,,,,3.18,16:26
,,,,,,,,,,6.05,16:26
,,,,,,,,,,3.98,16:25
,,,,,,,,,,5.11,16:25
,,,,,,,,,,1.02,16:24
,,,,,,,,,,13.73,16:24
,,,,,,,,,,1.91,16:23
,,,,,,,,,,3.16,16:22
,,,,,,,,,,1.00,16:22
,,,,,,,,,,2.00,16:22
,,,,,,,,,,6.43,16:21
